,online_order,book_table,rate,votes,location,rest_type,cuisines,Cost2plates
12189,1,0,3.2,18,6,6,69,18
12190,1,0,3.700141861024285,0,14,6,11,18
12191,1,0,3.700141861024285,0,4,6,23,18
12192,1,0,3.700141861024285,0,14,6,69,14
12193,1,0,3.4,5,14,2,60,22
12194,1,0,3.8,20,6,6,69,14
12195,1,0,3.5,13,6,2,69,28
12196,1,0,3.7,21,14,1,16,23
12197,1,0,3.1,18,14,6,68,18
12198,1,0,3.700141861024285,0,41,2,43,28
12199,1,0,3.4,25,33,6,23,18
12200,1,0,3.6,21,16,8,69,18
12201,1,0,3.5,12,14,6,69,20
12202,1,0,3.5,20,10,1,69,25
12203,0,0,3.700141861024285,0,41,8,60,18
12204,1,1,3.8,81,39,2,24,32
12205,1,0,3.9,306,14,2,25,25
12206,1,0,3.1,163,8,6,69,20
12207,1,0,4.2,858,39,2,69,49
12208,1,1,4.0,188,37,3,69,41
12209,1,0,3.6,82,36,2,45,25
12210,1,0,2.8,142,14,8,4,18
12211,1,0,3.9,134,41,2,69,26
12212,1,0,3.7,81,14,6,64,14
12213,1,1,3.8,298,16,2,47,39
12214,1,1,4.1,765,39,3,69,39
12215,1,0,3.9,158,41,2,69,41
12216,1,1,3.8,198,27,2,69,46
12217,1,0,4.1,391,10,2,69,28
12218,1,1,4.1,1053,16,7,69,43
12219,1,0,3.9,430,14,2,69,26
12220,1,1,3.8,203,34,2,69,39
12221,1,0,3.4,36,6,5,3,9
12222,1,0,3.7,46,41,2,60,36
12223,1,0,3.5,73,26,8,69,28
12224,1,0,3.8,207,10,2,67,22
12225,1,0,3.6,41,41,2,69,43
12226,1,1,4.0,456,10,2,24,36
12227,1,0,3.9,87,39,2,69,25
12228,1,1,4.1,354,34,2,69,39
12229,1,0,3.2,13,41,6,62,14
12230,1,0,3.1,24,14,6,60,9
12231,1,0,4.0,279,41,2,69,28
12232,1,0,3.7,129,16,6,66,0
12233,1,0,3.8,77,16,6,69,17
12234,1,0,3.9,65,6,8,69,17
12235,1,0,4.0,104,14,2,69,25
12236,1,0,3.7,23,34,6,69,25
12237,1,0,3.700141861024285,0,14,6,43,20
12238,0,0,3.2,6,39,6,9,18
12239,1,0,3.9,443,14,2,69,28
12240,1,0,2.8,56,41,6,69,22
12241,1,0,3.3,11,6,6,69,14
12242,1,1,4.0,1022,6,2,53,30
12243,1,0,2.9,50,6,6,66,20
12244,1,0,3.8,96,39,1,69,28
12245,1,0,3.3,4,34,6,43,14
12246,1,0,3.3,4,41,8,69,5
12247,0,0,3.700141861024285,0,34,6,52,18
12248,1,0,3.1,9,14,6,60,5
12249,0,0,3.700141861024285,0,34,8,69,9
12250,1,0,3.1,26,41,8,42,14
12251,0,0,3.700141861024285,0,37,6,46,18
12252,1,1,4.2,475,10,2,49,48
12253,0,0,3.2,4,37,6,60,14
12254,1,0,3.2,5,37,6,60,18
12255,1,0,3.7,110,37,2,45,26
12256,0,0,3.5,8,14,5,30,14
12257,1,0,2.8,296,9,2,9,28
12258,0,0,3.700141861024285,0,37,6,43,9
12259,1,0,4.2,974,16,2,69,38
12260,0,0,3.7,32,12,6,22,25
12261,0,0,3.3,5,14,6,69,17
12262,1,0,3.5,14,34,6,69,17
12263,1,0,4.0,113,27,2,69,36
12264,1,0,3.700141861024285,0,6,6,69,17
12265,1,0,4.1,110,16,8,42,9
12266,1,0,3.9,202,8,6,69,17
12267,1,0,3.5,126,14,2,22,30
12268,1,0,3.3,5,16,8,69,20
12269,1,0,3.6,41,6,2,39,25
12270,1,0,4.1,54,33,2,69,22
12271,1,0,3.6,16,14,6,69,17
12272,1,0,3.700141861024285,0,37,6,68,9
12273,1,0,3.2,4,27,6,45,23
12274,1,0,3.700141861024285,0,14,4,43,25
12275,1,0,4.2,34,10,5,69,18
12276,1,0,3.2,4,20,8,69,14
12277,1,0,3.6,16,25,4,43,18
12278,1,0,3.700141861024285,0,37,6,69,18
12279,1,0,3.700141861024285,0,6,2,69,28
12280,0,0,3.700141861024285,0,14,4,21,28
12281,1,0,3.700141861024285,0,6,8,69,22
12282,1,0,3.3,8,36,6,60,9
12283,1,0,3.3,6,14,6,61,18
12284,1,0,3.6,32,14,6,53,30
12285,1,0,3.700141861024285,0,37,8,17,22
12297,1,0,3.700141861024285,0,36,6,63,18
12298,1,0,3.2,5,34,4,43,20
12299,1,0,3.700141861024285,0,39,6,60,14
12301,1,0,3.700141861024285,0,33,4,69,28
12307,1,0,3.3,5,6,6,8,22
12308,1,0,3.700141861024285,0,37,8,69,5
12309,1,0,3.700141861024285,0,1,6,69,14
12310,1,0,3.7,24,39,6,45,18
12311,1,0,3.700141861024285,0,8,6,69,25
12313,1,1,3.1,59,38,6,69,22
12315,1,0,4.1,68,14,2,43,30
12316,0,0,3.8,263,16,7,69,30
12317,1,1,4.4,864,27,2,69,49
12318,1,0,4.3,655,10,8,19,31
12319,1,0,3.8,23,16,6,69,14
12320,1,1,4.4,488,38,8,69,50
12321,1,0,3.5,26,16,6,69,17
12323,1,0,4.0,1098,39,2,69,41
12324,1,1,4.1,297,34,2,69,36
12325,1,0,4.2,255,41,1,69,25
12326,1,0,3.8,33,6,6,69,28
12327,1,0,3.8,24,16,8,60,14
12331,1,0,4.4,68,26,6,30,18
12333,1,0,4.1,153,41,1,69,18
12334,1,0,4.1,118,34,2,69,36
12336,1,0,3.6,95,41,8,69,29
12337,1,0,4.2,1765,38,2,69,31
12340,1,1,4.2,2840,33,8,69,32
12341,1,0,3.2,35,37,6,45,20
12344,1,1,4.3,765,26,2,69,43
12345,1,0,3.9,258,16,2,50,29
12346,1,0,3.2,7,41,6,9,18
12349,1,0,4.0,1205,6,8,69,51
12352,1,1,4.3,945,8,1,69,31
12353,1,0,4.1,461,8,1,69,30
12356,1,0,3.700141861024285,0,14,4,9,25
12357,1,0,3.0,96,14,7,69,29
12358,0,0,2.8,38,39,4,45,25
12359,0,0,3.7,16,34,7,55,18
12360,0,0,3.700141861024285,0,41,4,60,18
12361,0,0,3.700141861024285,0,37,6,69,28
12362,0,1,3.9,158,10,2,69,38
12363,1,0,3.4,7,27,7,69,46
12364,1,0,2.5,34,39,6,38,28
12365,0,0,3.2,7,37,6,45,14
12366,1,1,3.8,91,10,2,69,49
12367,1,0,3.2,2,41,2,69,36
12368,1,0,3.700141861024285,0,14,4,69,28
12369,1,0,3.6,10,14,4,69,28
12370,1,0,3.700141861024285,0,14,4,43,25
12371,1,0,3.700141861024285,0,16,4,51,18
12372,0,1,4.0,1706,8,1,69,36
12373,1,0,4.1,41,8,5,30,9
12374,0,0,4.3,182,8,5,30,22
12375,1,0,4.0,68,8,5,27,17
12376,1,0,4.0,122,8,8,8,22
12377,1,0,3.5,36,8,5,37,17
12378,0,1,4.3,447,33,8,69,51
12379,1,1,4.2,2840,33,8,69,32
12380,1,0,4.9,1744,6,5,27,22
12381,1,0,4.4,1093,26,8,69,28
12382,1,0,4.1,1079,6,8,69,26
12383,0,0,4.4,1899,33,5,69,22
12384,0,0,4.3,523,26,8,69,43
12385,0,0,3.700141861024285,0,6,0,3,22
12386,1,0,4.1,115,34,1,69,30
12387,0,0,3.6,223,9,6,69,18
12388,0,0,4.5,233,34,5,69,40
12389,1,1,4.1,55,27,1,69,32
12390,1,0,4.3,569,39,1,69,30
12391,0,0,4.0,1445,27,8,69,25
12392,0,0,4.5,292,26,5,37,22
12393,1,0,4.4,216,6,8,29,23
12394,0,1,4.1,119,39,2,69,51
12395,1,1,4.1,297,34,2,69,36
12396,1,0,4.2,432,39,8,69,30
12397,1,0,4.2,116,27,8,17,25
12398,0,0,4.0,98,39,5,3,22
12399,1,0,4.4,68,26,6,30,18
12400,0,0,4.0,24,6,1,69,23
12401,0,0,3.6,52,34,8,5,18
12402,1,0,4.0,78,9,8,69,20
12403,1,0,4.3,116,38,5,30,22
12404,0,0,4.0,79,27,5,27,32
12405,0,0,3.700141861024285,0,9,8,69,28
12406,0,0,4.0,184,9,6,42,22
12407,0,0,3.6,23,6,0,3,14
12408,0,0,3.5,19,26,8,27,36
12409,1,0,3.9,65,6,8,69,17
12410,1,0,4.1,63,27,5,27,34
12411,0,0,3.7,14,34,8,5,18
12412,0,0,3.9,89,26,8,69,22
12413,1,0,3.8,59,9,8,69,18
12414,1,0,4.0,85,33,8,69,22
12415,0,0,3.4,14,34,0,3,14
12416,1,0,3.9,53,27,5,27,28
12417,0,0,4.0,100,33,5,37,9
12418,1,0,4.2,231,26,8,69,18
12419,0,0,3.9,35,9,8,42,9
12420,1,0,4.2,131,6,5,37,11
12421,0,0,3.7,23,26,0,3,17
12422,1,0,2.9,17,39,5,69,14
12423,0,0,3.6,37,37,6,69,17
12424,0,0,3.8,29,39,5,27,14
12425,1,0,3.9,73,37,8,7,9
12426,0,0,3.700141861024285,0,39,5,36,14
12427,1,0,3.9,148,6,8,69,23
12428,0,1,3.8,25,39,1,69,53
12429,1,0,3.4,6,39,0,4,22
12430,0,0,3.6,15,37,0,3,5
12431,0,0,3.8,26,6,5,27,20
12432,1,0,3.5,9,6,0,5,25
12433,1,0,3.9,101,6,8,42,22
12434,1,0,2.9,47,39,8,69,22
12435,0,0,3.9,66,6,5,37,14
12436,0,0,3.4,6,9,8,42,9
12437,0,0,3.7,17,27,5,27,14
12438,0,0,3.7,17,6,5,27,9
12439,0,0,3.3,4,34,8,69,18
12440,0,0,3.700141861024285,0,37,8,41,14
12441,0,0,3.700141861024285,0,39,0,3,22
12442,1,0,3.700141861024285,0,27,8,4,28
12443,1,0,3.5,17,33,5,27,18
12444,1,0,3.4,36,6,5,3,9
12445,1,0,3.5,14,34,6,69,17
12446,0,0,3.8,26,34,8,28,25
12447,1,0,3.5,9,9,5,27,5
12448,0,0,3.4,11,9,6,69,9
12449,0,0,3.5,10,9,5,3,5
12450,0,0,3.5,6,33,5,3,25
12451,0,0,3.700141861024285,0,6,8,5,18
12452,0,0,3.700141861024285,0,33,8,27,22
12453,0,0,3.2,7,9,8,3,18
12454,0,0,3.700141861024285,0,33,5,27,17
12455,0,0,3.9,38,39,0,4,18
12456,0,0,3.700141861024285,0,26,5,27,25
12457,0,0,3.700141861024285,0,39,8,42,9
12458,0,0,3.700141861024285,0,26,4,27,23
12459,1,0,3.1,6,39,0,4,22
12460,1,0,3.7,19,41,8,69,22
12461,1,0,4.1,125,27,8,69,34
12462,1,0,4.0,47,34,5,29,18
12463,0,0,4.2,220,38,5,37,9
12464,1,0,3.700141861024285,0,37,8,17,22
12465,1,0,3.700141861024285,0,37,5,36,14
12466,0,0,3.4,27,27,6,69,18
12467,0,0,3.700141861024285,0,9,0,69,18
12468,0,0,3.2,6,27,8,69,18
12469,0,0,3.700141861024285,0,41,5,37,23
12470,0,0,3.700141861024285,0,39,1,69,36
12471,0,0,3.3,5,26,0,3,20
12472,0,0,3.700141861024285,0,9,8,4,22
12473,0,0,3.700141861024285,0,37,6,69,14
12474,0,0,3.700141861024285,0,6,7,28,18
12475,0,0,3.700141861024285,0,34,7,69,25
12476,0,0,3.700141861024285,0,6,5,36,22
12477,0,0,3.700141861024285,0,27,8,5,22
12478,0,0,3.700141861024285,0,6,5,30,9
12479,1,0,3.7,17,6,8,69,14
12480,0,0,3.700141861024285,0,34,8,69,9
12481,0,0,3.9,49,33,5,3,28
12482,1,0,4.0,93,6,5,27,18
12483,1,0,4.0,49,33,4,4,25
12484,1,0,3.7,73,33,5,29,20
12485,0,0,3.700141861024285,0,34,1,69,32
12486,1,1,4.7,4677,10,8,69,41
12487,0,1,4.2,478,36,2,69,32
12488,0,0,4.1,211,14,8,5,14
12489,0,0,4.0,23,41,8,69,38
12490,1,0,4.3,655,10,8,19,31
12491,1,0,4.1,33,10,5,27,22
12492,0,0,3.700141861024285,0,14,0,4,22
12493,0,0,3.8,30,41,8,69,9
12494,1,0,4.2,34,10,5,69,18
12495,0,0,3.3,5,36,8,69,17
12496,0,0,3.5,21,36,0,3,14
12497,0,0,3.5,8,14,5,30,14
12498,0,0,3.5,20,14,8,42,14
12499,1,0,4.2,255,41,1,69,25
12500,0,0,3.6,17,10,0,3,28
12501,0,0,3.2,5,14,0,4,17
12502,0,0,3.8,33,36,4,4,20
12503,0,0,3.5,19,41,8,3,9
12504,0,0,3.700141861024285,0,41,1,20,34
12505,0,0,3.700141861024285,0,36,8,3,14
12506,1,0,3.700141861024285,0,36,5,30,18
12507,1,0,3.700141861024285,0,1,6,69,14
12508,0,0,3.5,10,41,1,69,32
12509,1,1,4.2,4733,8,2,69,45
12510,1,1,4.1,94,8,6,69,18
12511,0,0,4.6,2263,8,1,69,38
12512,1,0,4.3,7547,8,8,69,45
12513,1,1,4.4,1112,8,3,69,39
12514,0,1,4.2,169,8,2,69,36
12515,1,1,4.2,2924,8,2,69,36
12516,1,1,4.5,1401,8,3,22,48
12517,0,1,4.0,1706,8,1,69,36
12518,0,0,4.4,2638,8,1,16,28
12519,1,0,4.0,781,8,2,0,29
12520,1,0,4.3,1708,8,8,69,41
12521,0,0,4.3,2244,8,8,69,38
12522,0,0,4.2,1289,8,8,69,38
12523,1,0,4.0,3213,8,2,69,31
12524,1,1,4.3,945,8,1,69,31
12525,1,1,4.1,853,8,2,69,43
12526,1,0,4.3,3548,8,1,69,29
12527,0,1,4.0,173,8,2,43,41
12528,0,1,3.9,681,8,3,69,39
12529,0,0,4.3,788,8,8,69,34
12530,1,1,4.1,452,8,2,43,28
12531,1,0,4.4,319,8,2,53,32
12532,1,0,4.1,461,8,1,69,30
12533,1,1,4.0,933,8,3,69,36
12534,0,0,4.3,527,8,2,69,32
12535,0,1,3.9,746,8,8,69,45
12536,1,0,3.9,224,8,2,69,35
12537,1,0,3.9,67,8,8,69,25
12538,0,0,3.0,11,8,1,20,30
12539,0,0,3.8,152,8,2,26,32
12540,0,0,1.8,224,8,2,69,39
12541,1,0,3.5,140,8,2,43,28
12542,0,0,3.3,13,8,2,45,31
12543,0,0,3.3,7,8,2,69,36
12544,1,0,3.7,39,8,2,59,31
12545,1,0,3.4,50,8,2,69,28
12546,0,0,4.0,79,8,6,21,25
12547,0,0,3.9,1218,8,6,60,14
12548,1,0,4.1,41,8,5,30,9
12549,1,0,3.700141861024285,0,8,6,69,25
12550,0,0,3.8,95,8,6,31,25
12551,1,0,3.9,202,8,6,69,17
12552,1,0,3.5,62,8,6,11,22
12553,0,0,3.7,58,8,6,67,17
12554,1,0,3.1,163,8,6,69,20
12555,0,1,4.4,4582,27,8,69,48
12556,0,1,4.2,3119,26,8,26,56
12557,0,0,4.7,3920,33,8,69,45
12558,0,1,4.5,2198,34,2,69,49
12559,1,1,4.3,3130,27,2,55,45
12560,0,1,4.5,8382,6,8,69,51
12561,0,1,4.4,864,26,8,69,60
12562,0,1,4.4,2119,26,8,69,53
12563,1,1,4.4,2229,26,8,69,60
12564,0,0,4.3,1772,33,2,1,32
12565,0,0,4.3,1352,34,2,13,26
12566,0,1,4.6,2341,27,8,69,59
12567,0,1,4.5,5265,38,3,69,56
12568,0,1,4.4,264,6,8,69,45
12569,1,1,4.0,2112,6,8,69,51
12570,0,0,4.4,2395,26,8,69,45
12571,0,0,4.5,1576,6,3,60,45
12572,0,0,4.6,983,27,8,69,60
12573,1,1,4.0,1913,27,2,69,52
12574,0,1,4.5,675,33,8,69,63
12575,0,1,4.2,2213,33,8,69,48
12576,1,1,4.6,1217,38,3,69,48
12577,0,0,4.3,609,38,8,69,41
12578,0,1,4.1,2046,41,2,53,46
12579,0,1,4.3,152,39,8,69,59
12580,1,1,4.3,3485,26,8,69,48
12581,0,1,4.2,1427,27,8,69,45
12582,1,1,4.3,2669,27,1,69,39
12583,0,1,4.6,1083,34,2,69,45
12584,1,0,4.6,2492,26,2,69,46
12585,1,1,4.4,3656,26,8,69,41
12586,0,1,4.4,2041,26,3,69,39
12587,0,1,4.3,447,33,8,69,51
12588,0,1,4.3,757,26,8,69,60
12589,1,1,4.2,2840,33,8,69,32
12590,0,0,3.9,2322,38,2,69,30
12591,0,1,4.1,1330,26,3,69,52
12592,0,0,4.3,1030,26,8,69,45
12593,0,1,4.3,596,41,3,69,56
12594,1,1,4.4,488,38,8,69,50
12595,0,1,4.6,1429,26,8,69,53
12596,1,1,4.3,2040,27,2,69,45
12597,1,1,4.1,860,33,2,69,43
12598,0,1,4.3,668,33,2,69,51
12599,0,1,4.4,194,33,8,69,39
12600,1,1,4.3,765,26,2,69,43
12601,1,1,4.4,1842,26,2,69,45
12602,1,0,4.3,2139,33,2,69,28
12603,0,1,4.3,2658,6,8,69,41
12604,1,1,3.9,1362,27,8,43,52
12605,1,1,4.4,693,27,8,69,48
12606,0,0,4.5,3573,38,1,69,34
12607,0,1,4.4,1190,6,2,69,38
12608,0,1,4.4,1065,39,2,69,46
12609,0,1,4.2,140,39,8,69,56
12610,0,1,4.2,240,6,8,69,45
12611,0,1,4.3,679,34,8,69,56
12612,0,0,4.3,1187,33,2,21,26
12613,0,1,4.4,113,26,3,69,36
12614,0,0,4.3,689,27,8,69,60
12615,0,1,4.3,286,38,8,69,39
12616,1,1,4.3,500,26,3,22,41
12617,1,1,4.2,2272,38,3,69,43
12618,0,1,4.4,561,26,8,69,65
12619,0,1,3.7,41,27,2,69,45
12620,0,0,4.1,1007,33,2,69,25
12621,1,0,3.700141861024285,0,27,2,69,32
12622,1,1,4.4,864,27,2,69,49
12623,0,1,4.2,1428,39,8,69,41
12624,0,0,4.3,458,26,8,69,45
12625,1,0,3.9,370,27,8,42,14
12626,0,1,4.2,210,27,8,69,36
12627,0,1,4.4,190,27,8,69,51
12628,0,0,4.3,688,26,2,69,45
12629,0,1,4.2,332,26,3,53,36
12630,0,1,4.5,550,39,2,69,49
12631,1,1,4.4,714,34,2,69,36
12632,0,0,4.1,530,9,2,69,25
12633,1,1,4.2,982,39,3,69,36
12634,0,1,4.4,280,27,2,69,45
12635,0,1,4.6,116,34,2,21,39
12636,0,1,4.1,564,27,8,69,56
12637,0,0,4.3,67,33,1,69,22
12638,0,1,4.3,614,33,8,69,62
12639,0,1,4.3,474,33,8,35,60
12640,0,0,4.0,53,34,8,69,51
12641,1,1,4.4,218,38,2,69,33
12642,1,0,4.3,904,39,2,69,51
12643,0,0,4.2,164,39,1,69,31
12644,1,1,4.3,61,6,2,69,30
12645,0,1,4.3,357,34,8,53,63
12646,1,0,3.9,117,39,2,69,28
12647,1,0,4.2,858,39,2,69,49
12648,1,0,4.0,48,6,2,69,45
12649,0,1,4.1,80,39,8,69,60
12650,1,0,4.0,1098,39,2,69,41
12651,0,1,4.2,2076,26,2,69,45
12652,1,0,4.1,115,34,1,69,30
12653,1,1,4.3,394,6,8,69,46
12654,0,0,4.2,4428,6,8,69,39
12655,1,1,4.0,188,37,3,69,41
12656,0,1,4.2,538,27,8,69,45
12657,1,1,4.1,354,34,2,69,39
12658,0,1,4.1,552,6,8,35,38
12659,1,0,4.0,164,34,3,43,48
12660,1,1,4.3,225,27,8,69,51
12661,0,0,3.9,161,37,2,45,25
12662,0,0,4.1,768,33,2,69,32
12663,0,1,4.3,233,34,8,69,65
12664,0,1,3.9,49,39,8,43,60
12665,0,0,3.7,42,39,2,69,51
12666,0,0,3.9,23,34,8,35,51
12667,0,1,4.3,449,27,8,22,60
12668,0,0,4.0,949,6,8,45,38
12669,0,0,3.9,378,33,8,48,36
12670,1,0,4.1,1120,6,2,69,45
12671,1,0,4.3,569,39,1,69,30
12672,0,1,4.1,608,27,8,26,59
12673,0,1,4.1,93,33,8,69,36
12674,0,1,4.3,326,34,2,69,39
12675,1,0,4.2,121,26,3,69,36
12676,1,1,4.1,765,39,3,69,39
12677,0,1,4.1,270,33,8,43,65
12678,0,0,4.2,38,34,8,69,51
12679,0,1,4.4,424,33,8,21,63
12680,0,0,4.1,1543,26,8,69,39
12681,1,0,4.3,94,39,2,69,26
12682,1,0,4.0,113,27,2,69,36
12683,1,1,4.3,1048,26,2,69,46
12684,1,0,3.9,205,38,2,48,25
12685,0,0,4.2,697,38,6,60,18
12687,1,0,4.0,1205,6,8,69,51
12688,1,0,4.3,148,39,2,69,29
12689,0,1,4.1,336,27,3,69,49
12690,0,0,3.8,617,27,8,69,60
12691,1,1,4.0,929,6,2,69,32
12692,0,0,3.9,183,39,2,69,53
12693,0,0,4.1,388,26,1,16,38
12694,1,0,3.7,66,39,1,69,32
12695,0,1,4.1,119,39,2,69,51
12696,0,0,4.2,618,6,1,69,25
12697,1,0,4.2,174,9,2,69,32
12698,1,0,4.0,175,39,2,11,31
12699,0,0,2.0,396,6,8,35,45
12700,1,0,4.0,360,33,2,69,36
12701,1,0,3.9,366,33,2,69,32
12702,1,1,4.1,297,34,2,69,36
12703,1,0,3.6,95,41,8,69,29
12704,1,0,4.2,1765,38,2,69,31
12705,1,0,4.2,116,27,8,17,25
12706,1,0,3.6,44,6,8,43,18
12707,0,1,4.4,183,26,3,69,49
12708,0,1,3.7,90,26,8,69,36
12709,1,0,4.1,54,33,2,69,22
12710,1,0,4.0,108,37,2,69,26
12711,0,0,4.0,24,6,1,69,23
12712,0,0,3.9,190,38,8,35,28
12713,1,0,4.2,127,6,2,69,30
12714,0,0,4.0,224,33,2,69,30
12715,0,0,3.8,32,34,6,14,20
12716,0,0,4.0,58,39,2,69,51
12717,1,0,4.0,32,6,6,69,18
12718,0,0,2.7,402,27,8,45,36
12719,0,0,3.9,234,41,8,69,36
12720,0,1,4.2,176,34,8,26,60
12721,0,1,3.9,312,33,8,69,51
12722,1,0,3.7,279,6,2,49,32
12723,1,0,3.7,110,37,2,45,26
12724,1,1,3.1,59,38,6,69,22
12725,1,0,3.8,72,6,1,69,29
12726,1,0,3.9,205,6,2,69,32
12727,0,0,3.8,22,37,6,69,20
12728,0,0,3.6,60,37,2,56,23
12729,1,0,3.6,16,6,2,69,32
12730,0,0,2.5,433,9,2,69,29
12731,0,0,4.0,102,34,2,21,26
12732,0,0,4.1,104,26,8,69,39
12733,0,0,3.5,54,26,3,69,49
12734,1,0,3.9,462,39,8,69,32
12735,1,0,3.9,74,34,6,69,25
12736,0,1,3.9,314,27,1,69,32
12737,0,0,3.1,123,26,3,69,39
12738,0,1,3.9,36,6,2,69,45
12739,0,0,2.8,252,41,2,45,36
12740,0,0,3.7,294,33,8,51,36
12741,0,0,4.1,28,33,2,6,51
12742,1,1,4.0,1022,6,2,53,30
12743,0,0,4.0,93,33,8,35,51
12744,1,0,4.2,382,39,1,69,25
12745,0,0,3.6,43,33,8,35,48
12746,0,0,4.0,30,34,1,16,32
12747,0,0,4.0,62,39,8,35,45
12748,1,0,3.8,59,9,8,69,18
12749,1,0,2.9,50,6,6,66,20
12750,1,0,2.8,296,9,2,9,28
12751,1,0,3.5,12,6,2,69,29
12752,0,0,4.1,116,27,8,69,60
12753,0,0,4.0,162,6,6,69,22
12754,0,1,3.9,100,33,2,43,50
12755,1,0,3.9,87,39,2,69,25
12756,0,0,3.9,72,26,8,69,56
12757,0,0,2.8,132,6,2,69,29
12758,0,0,3.9,136,38,2,69,32
12759,0,0,4.1,168,27,8,21,56
12760,0,0,3.9,89,38,2,69,43
12761,1,1,3.8,194,38,2,69,32
12762,1,1,3.8,203,34,2,69,39
12763,1,0,4.3,1133,41,1,69,32
12764,0,0,3.3,6,38,2,61,23
12765,1,0,3.8,96,39,1,69,28
12766,0,1,4.0,195,27,8,69,60
12767,1,0,4.1,118,34,2,69,36
12768,0,0,3.7,52,34,2,56,26
12769,1,0,3.8,37,39,2,69,22
12770,1,1,3.8,81,39,2,24,32
12771,1,0,3.700141861024285,0,6,2,69,28
12772,0,1,3.6,277,38,3,69,32
12773,1,0,3.6,42,39,2,69,22
12774,1,0,3.8,262,34,2,24,33
12775,0,0,3.0,108,27,2,69,32
12776,0,0,3.7,145,34,8,69,36
12777,0,0,3.7,16,27,1,16,17
12778,0,0,3.9,122,6,2,69,25
12779,1,0,3.4,9,37,1,16,18
12780,1,0,3.9,158,41,2,69,41
12781,0,0,3.3,4,38,2,69,36
12782,1,1,3.8,198,27,2,69,46
12783,0,1,4.2,271,27,8,69,60
12785,0,0,3.5,29,34,8,69,53
12786,1,0,3.4,122,33,1,69,28
12787,0,0,4.2,115,39,8,69,36
12788,0,1,3.8,108,39,8,45,43
12789,0,0,3.0,31,27,2,45,36
12790,0,0,3.8,23,41,2,69,32
12791,0,0,2.9,24,6,8,69,50
12792,0,0,3.7,57,38,2,45,30
12793,0,0,2.8,44,6,1,69,30
12794,0,1,4.3,164,34,8,69,60
12795,0,0,3.8,67,34,2,60,25
12796,0,1,3.9,106,6,2,69,36
12797,0,1,4.0,97,39,8,69,55
12798,0,0,3.5,14,33,8,69,32
12799,0,1,3.8,25,39,1,69,53
12800,1,0,3.5,13,6,2,69,28
12801,0,1,3.8,52,41,2,69,38
12802,0,0,3.7,125,6,2,25,28
12803,0,1,4.2,258,27,3,69,45
12804,0,0,4.0,209,33,2,22,25
12805,0,0,3.4,6,37,8,65,30
12806,1,0,3.7,30,39,6,69,22
12807,1,0,3.0,20,6,6,69,22
12808,1,1,2.2,406,27,2,69,36
12809,0,0,3.1,16,41,2,69,38
12810,0,0,3.7,34,33,2,69,51
12811,0,0,3.3,13,34,2,45,28
12812,0,0,3.6,10,6,2,69,30
12813,0,0,3.9,40,6,2,69,25
12814,0,0,3.2,17,37,2,69,26
12815,0,0,3.4,4,6,8,69,9
12816,0,0,3.6,104,6,1,69,32
12817,1,0,2.8,20,6,2,45,26
12818,1,1,3.9,96,6,3,69,41
12819,1,0,3.6,41,6,2,39,25
12820,0,0,3.9,119,41,3,69,32
12821,0,0,3.3,7,37,8,60,9
12822,0,0,3.7,11,38,8,51,39
12823,0,0,3.8,52,34,2,69,39
12824,0,0,3.4,10,34,2,47,30
12825,0,0,3.7,32,9,2,69,32
12826,0,0,3.700141861024285,0,6,2,43,30
12827,1,0,4.0,133,33,8,69,17
12828,0,0,2.2,48,33,2,69,28
12829,0,0,3.3,4,33,8,23,36
12830,0,0,3.2,9,9,2,43,23
12831,0,0,3.7,15,33,3,47,51
12832,0,0,3.700141861024285,0,33,1,69,14
12833,0,0,3.700141861024285,0,34,6,11,9
12834,0,0,3.4,10,27,6,46,20
12835,0,0,3.3,16,39,3,69,35
12836,0,0,3.1,10,27,1,16,22
12837,0,0,3.700141861024285,0,37,8,60,5
12838,0,0,3.5,12,33,8,69,65
12839,0,0,3.700141861024285,0,34,6,46,18
12840,0,0,3.700141861024285,0,33,2,45,30
12841,1,0,3.6,118,34,2,21,25
12842,1,0,3.7,68,6,2,65,25
12843,0,0,3.2,7,6,1,16,28
12844,1,0,4.1,125,27,8,69,34
12845,0,0,3.700141861024285,0,33,2,61,28
12846,0,0,3.3,9,33,1,16,22
12847,0,0,3.4,8,34,6,45,20
12848,0,0,3.3,4,6,2,69,39
12849,0,0,3.700141861024285,0,34,6,45,18
12850,0,0,3.700141861024285,0,34,6,61,20
12851,0,0,3.700141861024285,0,9,2,69,32
12852,1,0,3.2,5,9,6,69,18
12854,0,0,3.700141861024285,0,26,8,69,36
12855,1,0,3.3,6,9,1,16,22
12856,0,0,3.8,217,26,2,69,51
12857,1,0,3.8,260,27,1,16,30
12858,0,0,2.6,26,33,6,69,22
12859,0,0,3.7,82,27,8,69,56
12860,1,0,2.5,22,39,2,21,36
12861,0,0,3.8,32,26,2,69,48
12862,0,0,3.700141861024285,0,33,2,69,32
12863,0,0,3.3,11,6,2,52,22
12864,0,0,4.1,121,34,2,45,28
12865,1,0,3.2,23,6,2,69,30
12866,0,0,3.700141861024285,0,27,2,66,32
12867,0,0,3.700141861024285,0,39,8,69,45
12868,0,1,3.700141861024285,0,6,2,69,38
12869,1,0,4.0,868,26,6,69,22
12870,1,0,4.4,1093,26,8,69,28
12871,1,0,4.1,1079,6,8,69,26
12872,0,0,4.1,358,34,6,44,22
